"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"24165";"France";1980;24000;74,6;54100000;"Europe";1,84;12,4;NA;NA
"24166";"Gabon";1980;27900;57,7;729000;"Africa";5,69;117;NA;NA
"24167";"Gambia";1980;1770;58,7;604000;"Africa";6,34;237;NA;NA
"24168";"Germany";1980;27600;73;78300000;"Europe";1,47;15;NA;NA
"24169";"Ghana";1980;2090;57,6;10800000;"Africa";6,54;166;NA;NA
"24170";"Greece";1980;18100;77,1;9630000;"Europe";2,27;19,6;NA;NA
"24171";"Guatemala";1980;6250;58,9;7280000;"Americas";6,34;125;NA;NA
"24172";"Guinea";1980;1160;48,1;4510000;"Africa";6,53;283;NA;NA
"24173";"Guinea-Bissau";1980;1500;46,7;801000;"Africa";6,49;253;NA;NA
"24174";"Haiti";1980;2860;50,4;5690000;"Americas";6,06;190;NA;NA
"24175";"Honduras";1980;3580;64,1;3680000;"Americas";6,31;95,1;NA;NA
"24176";"Hungary";1980;16500;69,3;10800000;"Europe";2,04;23,8;NA;NA
"24177";"Iceland";1980;24900;76,7;228000;"Europe";2,31;9,7;NA;NA
"24178";"India";1980;1260;54,4;6,97e+08;"Asia";4,83;168;NA;NA
"24179";"Indonesia";1980;3360;59,3;1,47e+08;"Asia";4,43;121;NA;NA
"24180";"Iran";1980;11000;66,5;38700000;"Asia";6,48;108;NA;NA
"24181";"Iraq";1980;17000;61,2;13700000;"Asia";6,57;72,9;NA;NA
"24182";"Ireland";1980;15900;72,7;3430000;"Europe";3;14,3;NA;NA
"24183";"Israel";1980;16700;73,6;3740000;"Asia";3,28;18,1;NA;NA
"24184";"Italy";1980;23100;74,1;56400000;"Europe";1,69;16,1;NA;NA
"24185";"Jamaica";1980;6170;71,6;2160000;"Americas";3,73;40,2;NA;NA
"24186";"Japan";1980;20300;76,2;1,18e+08;"Asia";1,78;9,9;NA;NA
"24187";"Jordan";1980;7570;66,8;2370000;"Asia";7,26;55,5;NA;NA
"24188";"Kenya";1980;2250;61,7;16300000;"Africa";7,46;108;NA;NA
"24189";"Kuwait";1980;107000;71,9;1370000;"Asia";5,32;36,2;NA;NA
"24190";"Lebanon";1980;9240;53,1;2610000;"Asia";4;50,8;NA;NA
"24191";"Lesotho";1980;1160;58,7;1310000;"Africa";5,59;125;NA;NA
"24192";"Liberia";1980;2010;51,5;1890000;"Africa";6,97;242;NA;NA
"24193";"Libya";1980;57700;71,5;3220000;"Africa";7,22;70,9;NA;NA
"24194";"Madagascar";1980;2170;54,9;8720000;"Africa";6,73;173;NA;NA
"24195";"Malawi";1980;924;49,4;6160000;"Africa";7,64;252;NA;NA
"24196";"Malaysia";1980;7420;68,9;13800000;"Asia";4,07;31;NA;NA
"24197";"Mali";1980;1210;44,9;7090000;"Africa";7,15;324;NA;NA
"24198";"Mauritania";1980;2950;57,2;1530000;"Africa";6,46;164;NA;NA
"24199";"Mauritius";1980;4460;66;966000;"Africa";2,67;40,2;NA;NA
"24200";"Mexico";1980;12800;66,7;69400000;"Americas";4,84;73,6;NA;NA
"24201";"Mongolia";1980;2500;59;1690000;"Asia";6,21;163;NA;NA
"24202";"Montenegro";1980;17100;74;581000;"Europe";2,24;29,9;NA;NA
"24203";"Morocco";1980;3410;61;2e+07;"Africa";5,68;133;NA;NA
"24204";"Mozambique";1980;421;50,3;11800000;"Africa";6,46;259;NA;NA
"24205";"Myanmar";1980;932;55,4;33400000;"Asia";4,92;141;NA;NA
"24206";"Namibia";1980;6830;59,3;1010000;"Africa";6,45;99,4;NA;NA
"24207";"Nepal";1980;965;52,4;14900000;"Asia";5,73;209;NA;NA
"24208";"Netherlands";1980;25600;75,8;14100000;"Europe";1,6;10,9;NA;NA
"24209";"New Zealand";1980;21400;73,2;3150000;"Oceania";2,15;15,6;NA;NA
"24210";"Nicaragua";1980;4550;67,5;3250000;"Americas";6,13;110;NA;NA
"24211";"Niger";1980;1310;43,9;5990000;"Africa";7,84;319;NA;NA
"24212";"Nigeria";1980;4260;54,6;73500000;"Africa";6,78;215;NA;NA
"24213";"Norway";1980;34000;75,8;4090000;"Europe";1,72;10,1;NA;NA
"24214";"Oman";1980;21400;62,6;1150000;"Asia";8,3;112;NA;NA
"24215";"Pakistan";1980;2210;60,3;78100000;"Asia";6,54;164;NA;NA
"24216";"Panama";1980;8830;73,7;1980000;"Americas";3,88;44,2;NA;NA
"24217";"Paraguay";1980;6130;72,2;3180000;"Americas";5,17;65,2;NA;NA
"24218";"Peru";1980;7480;64,1;17400000;"Americas";5,02;126;NA;NA
"24219";"Philippines";1980;4250;64,9;47400000;"Asia";5,18;80,4;NA;NA
"24220";"Poland";1980;11500;70,4;35500000;"Europe";2,28;23,9;NA;NA
"24221";"Portugal";1980;14900;71,6;9800000;"Europe";2,29;27,5;NA;NA
"24222";"Romania";1980;13700;69,7;22600000;"Europe";2,4;35,8;NA;NA
"24223";"Rwanda";1980;928;49,9;5140000;"Africa";8,46;218;NA;NA
"24224";"Sao Tome and Principe";1980;2950;63;94900;"Africa";6,39;89,2;NA;NA
"24225";"Saudi Arabia";1980;84300;71,1;9740000;"Asia";7,21;98,1;NA;NA
"24226";"Senegal";1980;1810;52,4;5590000;"Africa";7,31;205;NA;NA
"24227";"Serbia";1980;16300;71,7;8910000;"Europe";2,35;42,1;NA;NA
"24228";"Sierra Leone";1980;1470;48,2;3370000;"Africa";6,69;288;NA;NA
"24229";"Singapore";1980;20900;71,6;2410000;"Asia";1,82;14,7;NA;NA
"24230";"Slovak Republic";1980;13800;70,6;5e+06;"Europe";2,37;28,1;NA;NA
"24231";"Slovenia";1980;20400;70,5;1840000;"Europe";2,06;18,3;NA;NA
"24232";"Somalia";1980;837;50,8;6360000;"Africa";7,01;203;NA;NA
"24233";"South Africa";1980;11100;59,9;29800000;"Africa";4,84;90,4;NA;NA
"24234";"Spain";1980;17900;75,4;37800000;"Europe";2,22;14,8;NA;NA
"24235";"Sri Lanka";1980;2720;68,9;1,5e+07;"Asia";3,41;50,3;NA;NA
"24236";"Sudan";1980;2150;54,9;14500000;"Africa";6,8;146;NA;NA
"24237";"Swaziland";1980;5170;57,7;603000;"Africa";6,65;117;NA;NA
"24238";"Sweden";1980;26000;75,9;8320000;"Europe";1,68;8,4;NA;NA
"24239";"Switzerland";1980;41600;75,6;6300000;"Europe";1,51;10,4;NA;NA
"24240";"Syria";1980;4780;68,9;8930000;"Asia";7,09;60,7;NA;NA
"24241";"Tanzania";1980;1540;55,8;18700000;"Africa";6,65;179;NA;NA
"24242";"Thailand";1980;3640;66,4;47400000;"Asia";3,39;61,4;NA;NA
"24243";"Togo";1980;1880;55,9;2720000;"Africa";7,21;176;NA;NA
"24244";"Trinidad and Tobago";1980;16200;68,1;1090000;"Americas";3,28;39,3;NA;NA
"24245";"Tunisia";1980;4920;65,6;6370000;"Africa";5,24;95,9;NA;NA
"24246";"Turkey";1980;8290;64,2;4,4e+07;"Europe";4,41;128;NA;NA
"24247";"Uganda";1980;742;49,4;12500000;"Africa";7,1;216;NA;NA
"24248";"United Kingdom";1980;20600;73,5;56300000;"Europe";1,73;14,1;NA;NA
"24249";"United States";1980;29600;73,9;2,3e+08;"Americas";1,82;15;NA;NA
"24250";"Uruguay";1980;10000;70,2;2920000;"Americas";2,73;40;NA;NA
"24251";"Venezuela";1980;18000;70;15300000;"Americas";4,2;44,2;NA;NA
"24252";"Vietnam";1980;1100;64,5;54400000;"Asia";5,05;68;NA;NA
"24253";"Zambia";1980;2930;57,8;5890000;"Africa";7,09;156;NA;NA
"24254";"Zimbabwe";1980;2410;60,4;7160000;"Africa";7,1;103;NA;NA
"24255";"Afghanistan";1981;1300;44,1;13100000;"Asia";7,45;238;NA;NA
"24256";"Albania";1981;4400;72,4;2740000;"Europe";3,53;72;NA;NA
"24257";"Algeria";1981;10300;63,4;19900000;"Africa";6,62;133;NA;NA
"24258";"Angola";1981;4250;50;9240000;"Africa";7,47;234;NA;NA
"24259";"Argentina";1981;12600;70,2;28500000;"Americas";3,27;40,1;NA;NA
"24260";"Australia";1981;24300;74,9;14800000;"Oceania";1,92;12,6;NA;NA
"24261";"Austria";1981;25300;72,8;7600000;"Europe";1,67;15,5;NA;NA
"24262";"Bahrain";1981;42200;71;374000;"Asia";4,8;30,4;NA;NA
"24263";"Bangladesh";1981;1100;54,1;83700000;"Asia";6,22;194;NA;NA
"24264";"Belgium";1981;25400;73,5;9880000;"Europe";1,61;13,9;NA;NA
"24265";"Benin";1981;1470;52;3820000;"Africa";7,03;211;NA;NA
"24266";"Bolivia";1981;4290;56,8;5710000;"Americas";5,42;166;NA;NA
"24267";"Bosnia and Herzegovina";1981;3390;69,9;4220000;"Europe";2,08;32;NA;NA
"24268";"Botswana";1981;4540;62,1;1040000;"Africa";6,11;68;NA;NA
"24269";"Brazil";1981;10200;66,3;1,24e+08;"Americas";3,97;93;NA;NA
"24270";"Bulgaria";1981;10300;71,4;8910000;"Europe";2,08;22,9;NA;NA
"24271";"Burkina Faso";1981;771;48,6;6990000;"Africa";7,15;232;NA;NA
"24272";"Burundi";1981;974;46,6;4220000;"Africa";7,42;212;NA;NA
"24273";"Cambodia";1981;830;52,8;6750000;"Asia";6,04;157;NA;NA
"24274";"Cameroon";1981;3120;56;8880000;"Africa";6,66;179;NA;NA
"24275";"Canada";1981;27300;75,6;24800000;"Americas";1,65;11,8;NA;NA
"24276";"Central African Republic";1981;1080;49,9;2350000;"Africa";5,96;180;NA;NA
"24277";"Chad";1981;879;50,9;4610000;"Africa";6,99;235;NA;NA
"24278";"Chile";1981;8290;71,1;11400000;"Americas";2,74;30;NA;NA
"24279";"China";1981;1100;64,3;1,01e+09;"Asia";2,67;59,9;NA;NA
"24280";"Colombia";1981;6280;69,4;28400000;"Americas";3,86;53,9;NA;NA
"24281";"Comoros";1981;1640;54,9;318000;"Africa";7,1;170;NA;NA
"24282";"Congo, Dem. Rep.";1981;1580;52,8;2,7e+07;"Africa";6,64;207;NA;NA
"24283";"Congo, Rep.";1981;4890;53,5;1890000;"Africa";6,13;106;NA;NA
"24284";"Costa Rica";1981;7580;75;2450000;"Americas";3,55;22,9;NA;NA
"24285";"Cote d'Ivoire";1981;3990;56,4;8660000;"Africa";7,49;162;NA;NA
"24286";"Croatia";1981;19300;70,6;4620000;"Europe";1,99;23,1;NA;NA
"24287";"Cuba";1981;13700;74,3;9880000;"Americas";1,84;19,7;NA;NA
"24288";"Czech Republic";1981;18500;70,7;10400000;"Europe";2,11;15,2;NA;NA
"24289";"Denmark";1981;27100;74,5;5130000;"Europe";1,44;9,7;NA;NA
"24290";"Djibouti";1981;3580;60,9;375000;"Africa";6,37;150;NA;NA
"24291";"Dominican Republic";1981;5070;69,5;5940000;"Americas";4,3;83,8;NA;NA
"24292";"Ecuador";1981;8170;68,3;8180000;"Americas";4,61;88,8;NA;NA
"24293";"Egypt";1981;4480;59,2;45200000;"Africa";5,56;158;NA;NA
"24294";"El Salvador";1981;4760;58,7;4660000;"Americas";4,96;105;NA;NA
"24295";"Equatorial Guinea";1981;1250;49;270000;"Africa";5,86;230;NA;NA
"24296";"Eritrea";1981;999;48,9;2450000;"Africa";6,69;188;NA;NA
"24297";"Ethiopia";1981;716;44,8;36100000;"Africa";7,36;238;NA;NA
"24298";"Finland";1981;22500;73,9;4810000;"Europe";1,65;8,2;NA;NA
"24299";"France";1981;24200;74,8;54300000;"Europe";1,84;11,9;NA;NA
"24300";"Gabon";1981;27800;58,1;748000;"Africa";5,71;113;NA;NA
"24301";"Gambia";1981;1700;56,8;625000;"Africa";6,32;230;NA;NA
"24302";"Germany";1981;27700;73,2;78100000;"Europe";1,47;14,1;NA;NA
"24303";"Ghana";1981;1960;57,7;11100000;"Africa";6,47;164;NA;NA
"24304";"Greece";1981;18000;77,3;9730000;"Europe";2,19;18,3;NA;NA
"24305";"Guatemala";1981;6140;58,5;7470000;"Americas";6,27;120;NA;NA
"24306";"Guinea";1981;1150;48,5;4590000;"Africa";6,56;278;NA;NA
"24307";"Guinea-Bissau";1981;1740;46,8;815000;"Africa";6,57;250;NA;NA
"24308";"Haiti";1981;2740;51;5820000;"Americas";6,12;185;NA;NA
"24309";"Honduras";1981;3520;64,4;3790000;"Americas";6,19;90,6;NA;NA
"24310";"Hungary";1981;16600;69,3;10700000;"Europe";1,96;22,8;NA;NA
"24311";"Iceland";1981;25700;76,9;231000;"Europe";2,27;9,2;NA;NA
"24312";"India";1981;1310;55;7,13e+08;"Asia";4,77;163;NA;NA
"24313";"Indonesia";1981;3500;59,9;1,51e+08;"Asia";4,3;117;NA;NA
"24314";"Iran";1981;10300;64,9;40200000;"Asia";6,52;100;NA;NA
"24315";"Iraq";1981;13800;57;1,4e+07;"Asia";6,49;70,2;NA;NA
"24316";"Ireland";1981;16200;73;3470000;"Europe";2,9;13,2;NA;NA
"24317";"Israel";1981;17200;73,8;3820000;"Asia";3,22;17,3;NA;NA
"24318";"Italy";1981;23400;74,5;56600000;"Europe";1,62;15,2;NA;NA
"24319";"Jamaica";1981;6230;72;2200000;"Americas";3,64;39,1;NA;NA
"24320";"Japan";1981;21000;76,5;1,19e+08;"Asia";1,77;9,3;NA;NA
"24321";"Jordan";1981;7600;67,2;2460000;"Asia";7,18;53;NA;NA
"24322";"Kenya";1981;2250;61,9;16900000;"Africa";7,37;105;NA;NA
"24323";"Kuwait";1981;84400;72,4;1440000;"Asia";5,18;33,2;NA;NA
"24324";"Lebanon";1981;9300;53,4;2620000;"Asia";3,9;49,1;NA;NA
"24325";"Lesotho";1981;1140;58,9;1340000;"Africa";5,54;119;NA;NA
"24326";"Liberia";1981;1860;51,7;1960000;"Africa";6,97;239;NA;NA
"24327";"Libya";1981;44100;71,7;3350000;"Africa";7,02;67,3;NA;NA
"24328";"Madagascar";1981;1930;54,8;8970000;"Africa";6,64;176;NA;NA
"24329";"Malawi";1981;805;49,7;6330000;"Africa";7,64;244;NA;NA
"24330";"Malaysia";1981;7770;69,2;14100000;"Asia";4,02;28,8;NA;NA
"24331";"Mali";1981;1160;45,4;7230000;"Africa";7,15;316;NA;NA
"24332";"Mauritania";1981;3000;57,5;1580000;"Africa";6,41;159;NA;NA
"24333";"Mauritius";1981;4660;66,5;978000;"Africa";2,53;37,3;NA;NA
"24334";"Mexico";1981;13600;67,2;7,1e+07;"Americas";4,64;69,9;NA;NA
"24335";"Mongolia";1981;2220;59,2;1730000;"Asia";6,03;158;NA;NA
"24336";"Montenegro";1981;17400;74;588000;"Europe";2,22;29,3;NA;NA
"24337";"Morocco";1981;3260;61,7;20500000;"Africa";5,57;126;NA;NA
"24338";"Mozambique";1981;419;47,6;12100000;"Africa";6,44;259;NA;NA
"24339";"Myanmar";1981;951;55,8;34100000;"Asia";4,81;138;NA;NA
"24340";"Namibia";1981;6940;59,6;1030000;"Africa";6,36;97,9;NA;NA
"24341";"Nepal";1981;939;52,8;15200000;"Asia";5,69;202;NA;NA
"24342";"Netherlands";1981;25400;76;14200000;"Europe";1,56;10,6;NA;NA
"24343";"New Zealand";1981;22300;73,5;3160000;"Oceania";2,16;15,2;NA;NA
"24344";"Nicaragua";1981;4630;67,6;3340000;"Americas";6,02;103;NA;NA
"24345";"Niger";1981;1300;43,7;6160000;"Africa";7,87;319;NA;NA
"24346";"Nigeria";1981;3610;54,9;75500000;"Africa";6,78;212;NA;NA
"24347";"Norway";1981;34300;75,9;4100000;"Europe";1,7;9,9;NA;NA
"24348";"Oman";1981;23900;63,6;1220000;"Asia";8,34;101;NA;NA
"24349";"Pakistan";1981;2300;60,6;80700000;"Asia";6,51;162;NA;NA
"24350";"Panama";1981;9020;73,9;2030000;"Americas";3,78;42,7;NA;NA
"24351";"Paraguay";1981;6480;72,4;3270000;"Americas";5,16;63,4;NA;NA
"24352";"Peru";1981;7620;64,3;17800000;"Americas";4,88;123;NA;NA
"24353";"Philippines";1981;4300;65;48700000;"Asia";5,08;79,5;NA;NA
"24354";"Poland";1981;10800;71,2;35900000;"Europe";2,3;23,3;NA;NA
"24355";"Portugal";1981;15100;72;9880000;"Europe";2,18;25,8;NA;NA
"24356";"Romania";1981;13600;69,8;22700000;"Europe";2,36;34,5;NA;NA
"24357";"Rwanda";1981;957;50,8;5320000;"Africa";8,44;201;NA;NA
"24358";"Sao Tome and Principe";1981;2600;62,8;97000;"Africa";6,33;90,3;NA;NA
"24359";"Saudi Arabia";1981;78700;71,5;10400000;"Asia";7,14;91,8;NA;NA
"24360";"Senegal";1981;1750;52,8;5750000;"Africa";7,3;199;NA;NA
"24361";"Serbia";1981;16500;71,8;8980000;"Europe";2,34;40,7;NA;NA
"24362";"Sierra Leone";1981;1520;48,4;3450000;"Africa";6,7;285;NA;NA
"24363";"Singapore";1981;21900;71,8;2460000;"Asia";1,78;14,1;NA;NA
"24364";"Slovak Republic";1981;13700;70,7;5040000;"Europe";2,34;21,6;NA;NA
"24365";"Slovenia";1981;20700;70,7;1860000;"Europe";2,02;18,1;NA;NA
"24366";"Somalia";1981;866;50,8;6600000;"Africa";7,03;201;NA;NA
"24367";"South Africa";1981;11400;60,1;30500000;"Africa";4,74;85,7;NA;NA
"24368";"Spain";1981;17900;75,6;38100000;"Europe";2,09;13,7;NA;NA
"24369";"Sri Lanka";1981;2850;69,5;15300000;"Asia";3,32;46,6;NA;NA
"24370";"Sudan";1981;2130;55,5;1,5e+07;"Africa";6,74;145;NA;NA
"24371";"Swaziland";1981;5370;58,2;621000;"Africa";6,6;111;NA;NA
"24372";"Sweden";1981;25900;76,2;8330000;"Europe";1,64;8,2;NA;NA
"24373";"Switzerland";1981;42000;75,8;6320000;"Europe";1,51;10;NA;NA
"24374";"Syria";1981;5060;69,2;9250000;"Asia";6,98;57,5;NA;NA
"24375";"Tanzania";1981;1480;56;19300000;"Africa";6,62;179;NA;NA
"24376";"Thailand";1981;3780;66,6;48300000;"Asia";3,2;58,6;NA;NA
"24377";"Togo";1981;1710;56,2;2810000;"Africa";7,16;172;NA;NA
"24378";"Trinidad and Tobago";1981;16800;68,4;1100000;"Americas";3,28;38;NA;NA
"24379";"Tunisia";1981;5070;66,8;6550000;"Africa";5,08;90,1;NA;NA
"24380";"Turkey";1981;9030;65;4,5e+07;"Europe";4,28;122;NA;NA
"24381";"Uganda";1981;753;49,7;12900000;"Africa";7,1;215;NA;NA
"24382";"United Kingdom";1981;20400;73,8;56300000;"Europe";1,74;13,4;NA;NA
"24383";"United States";1981;30100;74,2;2,32e+08;"Americas";1,81;14,4;NA;NA
"24384";"Uruguay";1981;10200;70,8;2940000;"Americas";2,67;36,2;NA;NA
"24385";"Venezuela";1981;17400;70,4;15800000;"Americas";4,1;42,3;NA;NA
"24386";"Vietnam";1981;1110;64,9;55600000;"Asia";4,87;66,4;NA;NA
"24387";"Zambia";1981;2800;57,7;6090000;"Africa";7,02;157;NA;NA
"24388";"Zimbabwe";1981;2620;61,3;7430000;"Africa";6,97;99,2;NA;NA
"24389";"Afghanistan";1982;1410;43,8;12700000;"Asia";7,45;232;NA;NA
"24390";"Albania";1982;4410;72,5;2790000;"Europe";3,45;66,8;NA;NA
"24391";"Algeria";1982;10600;64,4;20600000;"Africa";6,43;117;NA;NA
"24392";"Angola";1982;4110;50;9580000;"Africa";7,44;231;NA;NA
"24393";"Argentina";1982;12100;70,5;2,9e+07;"Americas";3,21;37,2;NA;NA
"24394";"Australia";1982;23900;75;1,5e+07;"Oceania";1,91;12,2;NA;NA
"24395";"Austria";1982;25800;73;7600000;"Europe";1,66;14,8;NA;NA
"24396";"Bahrain";1982;39000;70,9;386000;"Asia";4,69;28,7;NA;NA
"24397";"Bangladesh";1982;1080;54,4;8,6e+07;"Asia";6,06;189;NA;NA
"24398";"Belgium";1982;25800;73,7;9890000;"Europe";1,59;13,3;NA;NA
"24399";"Benin";1982;1580;52,5;3930000;"Africa";7,02;208;NA;NA
"24400";"Bolivia";1982;4030;57,2;5840000;"Americas";5,34;161;NA;NA
"24401";"Bosnia and Herzegovina";1982;3350;70,1;4270000;"Europe";2,03;30,2;NA;NA
"24402";"Botswana";1982;4700;62,5;1080000;"Africa";5,98;64,4;NA;NA
"24403";"Brazil";1982;10100;66,4;1,27e+08;"Americas";3,85;88,8;NA;NA
"24404";"Bulgaria";1982;10600;71,3;8930000;"Europe";2,06;22,2;NA;NA
"24405";"Burkina Faso";1982;767;49;7160000;"Africa";7,17;228;NA;NA
"24406";"Burundi";1982;951;46,9;4330000;"Africa";7,42;202;NA;NA
"24407";"Cambodia";1982;799;53,1;6920000;"Asia";6,19;140;NA;NA
"24408";"Cameroon";1982;3270;56,5;9160000;"Africa";6,69;173;NA;NA
"24409";"Canada";1982;26100;75,9;2,5e+07;"Americas";1,63;11,2;NA;NA
"24410";"Central African Republic";1982;1070;50,2;2420000;"Africa";5,96;179;NA;NA
"24411";"Chad";1982;883;50,9;4720000;"Africa";7,02;232;NA;NA
"24412";"Chile";1982;7040;71,5;11600000;"Americas";2,71;27,1;NA;NA
"24413";"China";1982;1180;64,9;1,02e+09;"Asia";2,58;57,7;NA;NA
"24414";"Colombia";1982;6240;70;2,9e+07;"Americas";3,74;50,6;NA;NA
"24415";"Comoros";1982;1690;55,3;327000;"Africa";7,03;164;NA;NA
"24416";"Congo, Dem. Rep.";1982;1530;53,1;27700000;"Africa";6,69;203;NA;NA
"24417";"Congo, Rep.";1982;5870;54;1950000;"Africa";6,05;103;NA;NA
"24418";"Costa Rica";1982;6870;75,3;2520000;"Americas";3,52;22,8;NA;NA
"24419";"Cote d'Ivoire";1982;3820;56,4;9040000;"Africa";7,38;158;NA;NA
"24420";"Croatia";1982;19300;70,8;4650000;"Europe";1,98;21,8;NA;NA
"24421";"Cuba";1982;13900;74,4;9930000;"Americas";1,83;19,6;NA;NA
"24422";"Czech Republic";1982;18800;70,7;10400000;"Europe";2,04;15,1;NA;NA
"24423";"Denmark";1982;28000;74,6;5120000;"Europe";1,43;9,6;NA;NA
"24424";"Djibouti";1982;3580;61;385000;"Africa";6,32;146;NA;NA
"24425";"Dominican Republic";1982;5050;69,7;6080000;"Americas";4,19;80,8;NA;NA
"24426";"Ecuador";1982;8020;68,7;8390000;"Americas";4,5;84,5;NA;NA
"24427";"Egypt";1982;4680;59,8;46400000;"Africa";5,53;148;NA;NA
"24428";"El Salvador";1982;4530;62,4;4730000;"Americas";4,82;98,5;NA;NA
"24429";"Equatorial Guinea";1982;1240;49,3;291000;"Africa";5,88;224;NA;NA
"24430";"Eritrea";1982;981;49,3;2530000;"Africa";6,69;185;NA;NA
"24431";"Ethiopia";1982;703;45;37100000;"Africa";7,4;235;NA;NA
"24432";"Finland";1982;23100;74,2;4840000;"Europe";1,72;7,9;NA;NA
"24433";"France";1982;24800;75;54500000;"Europe";1,84;11,5;NA;NA
"24434";"Gabon";1982;25000;58,4;767000;"Africa";5,72;109;NA;NA
"24435";"Gambia";1982;1860;59,5;648000;"Africa";6,3;223;NA;NA
"24436";"Germany";1982;27500;73,4;77900000;"Europe";1,46;13,2;NA;NA
"24437";"Ghana";1982;1770;57,5;11500000;"Africa";6,39;163;NA;NA
"24438";"Greece";1982;18000;77,3;9800000;"Europe";2,1;17,2;NA;NA
"24439";"Guatemala";1982;5740;57,8;7650000;"Americas";6,19;116;NA;NA
"24440";"Guinea";1982;1140;48,9;4690000;"Africa";6,58;273;NA;NA
"24441";"Guinea-Bissau";1982;1800;47;833000;"Africa";6,64;247;NA;NA
"24442";"Haiti";1982;2600;51,4;5960000;"Americas";6,15;180;NA;NA
"24443";"Honduras";1982;3340;64,5;3910000;"Americas";6,06;86,2;NA;NA
"24444";"Hungary";1982;17300;69,2;10700000;"Europe";1,89;22;NA;NA
"24445";"Iceland";1982;25800;77;233000;"Europe";2,23;8,7;NA;NA
"24446";"India";1982;1320;55,5;7,3e+08;"Asia";4,7;158;NA;NA
"24447";"Indonesia";1982;3300;60,4;1,55e+08;"Asia";4,17;113;NA;NA
"24448";"Iran";1982;11400;65,5;41900000;"Asia";6,52;93,2;NA;NA
"24449";"Iraq";1982;13000;57,4;14400000;"Asia";6,41;67,8;NA;NA
"24450";"Ireland";1982;16400;73,2;3510000;"Europe";2,79;12,4;NA;NA
"24451";"Israel";1982;17300;74;3880000;"Asia";3,17;16,6;NA;NA
"24452";"Italy";1982;23700;74,8;56700000;"Europe";1,55;14,3;NA;NA
"24453";"Jamaica";1982;6190;72,2;2240000;"Americas";3,56;38;NA;NA
"24454";"Japan";1982;21500;76,8;1,2e+08;"Asia";1,76;8,8;NA;NA
"24455";"Jordan";1982;7820;67,5;2560000;"Asia";7,07;50,7;NA;NA
"24456";"Kenya";1982;2250;62,1;17600000;"Africa";7,27;102;NA;NA
"24457";"Kuwait";1982;66800;72,6;1510000;"Asia";5,02;30,2;NA;NA
"24458";"Lebanon";1982;5900;45,9;2630000;"Asia";3,8;47,3;NA;NA
"24459";"Lesotho";1982;1150;59,1;1380000;"Africa";5,49;114;NA;NA
"24460";"Liberia";1982;1830;51,9;2030000;"Africa";6,96;237;NA;NA
"24461";"Libya";1982;42700;72;3480000;"Africa";6,83;64;NA;NA
"24462";"Madagascar";1982;1840;54,3;9230000;"Africa";6,55;179;NA;NA
"24463";"Malawi";1982;800;49,9;6480000;"Africa";7,62;240;NA;NA
"24464";"Malaysia";1982;8050;69,6;14500000;"Asia";3,97;26,9;NA;NA
"24465";"Mali";1982;1070;45,9;7390000;"Africa";7,15;308;NA;NA
"24466";"Mauritania";1982;2890;57,8;1630000;"Africa";6,37;155;NA;NA
"24467";"Mauritius";1982;4860;67;989000;"Africa";2,41;34,3;NA;NA
"24468";"Mexico";1982;13200;67,8;72600000;"Americas";4,46;66,2;NA;NA
"24469";"Mongolia";1982;2590;59,5;1780000;"Asia";5,86;152;NA;NA
"24470";"Montenegro";1982;17400;74,1;595000;"Europe";2,21;28,6;NA;NA
"24471";"Morocco";1982;3510;62,7;2,1e+07;"Africa";5,44;120;NA;NA
"24472";"Mozambique";1982;400;47,8;12400000;"Africa";6,41;259;NA;NA
"24473";"Myanmar";1982;969;56,2;34900000;"Asia";4,69;135;NA;NA
"24474";"Namibia";1982;6870;59,8;1060000;"Africa";6,26;95,8;NA;NA
"24475";"Nepal";1982;1030;53,4;15600000;"Asia";5,65;196;NA;NA
"24476";"Netherlands";1982;25100;76,1;14300000;"Europe";1,5;10,4;NA;NA
"24477";"New Zealand";1982;22600;73,8;3190000;"Oceania";2,1;14,8;NA;NA
"24478";"Nicaragua";1982;4460;67,8;3440000;"Americas";5,9;97,4;NA;NA
"24479";"Niger";1982;1250;44,2;6340000;"Africa";7,88;321;NA;NA
"24480";"Nigeria";1982;3480;55,1;77500000;"Africa";6,77;210;NA;NA
"24481";"Norway";1982;34400;76;4110000;"Europe";1,71;9,9;NA;NA
"24482";"Oman";1982;25400;64,7;1290000;"Asia";8,35;91,5;NA;NA
"24483";"Pakistan";1982;2400;61;83400000;"Asia";6,48;160;NA;NA
"24484";"Panama";1982;9330;74,1;2070000;"Americas";3,68;41,1;NA;NA
"24485";"Paraguay";1982;6080;72,7;3370000;"Americas";5,13;61,4;NA;NA
"24486";"Peru";1982;7480;64,7;18200000;"Americas";4,73;119;NA;NA
"24487";"Philippines";1982;4350;65,2;50100000;"Asia";4,98;78,4;NA;NA
"24488";"Poland";1982;10600;71,2;36200000;"Europe";2,3;22,7;NA;NA
"24489";"Portugal";1982;15400;72,4;9930000;"Europe";2,07;24,3;NA;NA
"24490";"Romania";1982;13500;70;22800000;"Europe";2,32;32,8;NA;NA
"24491";"Rwanda";1982;1000;51,5;5490000;"Africa";8,41;186;NA;NA
"24492";"Sao Tome and Principe";1982;2630;62,6;98700;"Africa";6,28;91,7;NA;NA
